n_training_sample,error,upper_bound,lipschitz,hessian
128,10.004237,376.4934336126537,26.322788915755876,34.08833307896407
256,8.622009,443.02117344592466,28.553900356003233,34.980703875590734
512,39.149616,445.2656106042831,28.62613896864213,34.82059133972166
1024,14.099004,438.2024460000251,28.398185832296992,34.680516847986155
2048,34.046238,456.8698283094167,28.996757541264238,34.11145553390293
