n_training_sample,error,upper_bound,lipschitz,hessian
128,5.2011228,275.5564804296775,22.519488019981463,34.472289464011055
256,6.0281506,292.8172133586262,23.21408122769441,34.34032807774224
512,7.0391955,307.91623537651583,23.805071611754173,34.244935698006884
1024,8.633244,297.505005696112,23.39916375602536,34.55570251175254
2048,7.595749,311.4144429560832,23.93991330955116,34.76030154577552
